Job arriving time,# of container,Job elapsed time,Job type
677677,4,360,0
678029,4,28,1
678349,10,55,1
678349,4,684,0
678461,7,41,1
678461,4,480,0
678461,2,93,0
678461,7,52,0
678541,4,33,0
678797,8,,2
678797,4,53,1
678877,1,45,1
678973,6,,2
679765,6,,2
679849,7,156,0
680245,9,36,0
680325,10,375,1
680389,8,114,1
680441,1,139,1
680537,6,148,1
680537,2,148,1
680689,2,,2
680689,9,152,1
680725,9,115,1
680725,9,38,1
680725,2,98,0
680869,3,50,1
681205,6,30,1
681325,1,38,1
681389,8,48,1
682989,10,33,1
683093,2,,2
683213,5,,2
684581,6,,2
684593,3,27,1
684737,6,901,1
684977,5,90,0
685233,4,,2
685393,10,43,1
685713,8,,2
685761,4,154,1
686481,10,828,1
686681,10,132,1
686745,8,31,0
687609,9,44,0
687929,8,36,1
688469,9,,2
688469,5,61,1
688469,6,138,0
688853,4,,2
688853,3,89,1
689085,2,,2
689445,10,56,1
689781,7,208,1
690021,30,204,1
690661,10,,2
690677,2,184,1
690717,2,32,1
691965,6,37,1
692133,2,,2
692389,8,61,0
692413,6,,2
692413,4,44,1
692933,10,44,1
692933,7,97,0
692933,5,44,0
693133,10,412,0
693145,3,2625,1
693257,4,,2
693257,10,941,0
693337,2,36,1
693385,6,30,1
693473,2,118,1
693545,6,,2
693545,1,217,0
693665,10,77,0
693697,8,104,0
693825,4,37,1
693841,2,148,1
693841,41,201,0
693841,6,41,0
695561,10,2522,0
695565,1,140,1
695745,9,,2
695745,8,134,1
695777,8,2507,1
696065,36,252,1
696161,8,37,1
696193,4,450,0
696265,9,47,1
696665,5,39,1
696753,1,176,0
696953,25,153,1
697033,5,202,1
698313,8,25,1
699177,8,,2
699177,2,296,1
699177,8,1020,0
699177,10,73,0
699189,3,,2
699789,10,,2
699789,10,42,1
699789,6,466,0
699789,2,290,0
700009,5,84,0
700105,8,,2
700305,10,39,0
700465,8,1689,0
700557,23,1674,1
700725,7,41,0
701085,15,345,1
701125,5,39,1
701149,2,41,1
701185,1,,2
701185,5,,2
701185,1,396,0
702745,30,,2
702785,1,135,1
703025,3,,2
703385,9,85,1
703545,8,76,0
703625,5,59,0
703633,2,32,1
703993,9,1295,0
704137,2,548,0
704653,43,378,0
704749,8,208,1
704829,20,,2
704829,4,,2
705069,5,550,0
705149,20,,2
705149,4,417,1
705669,10,,2
705669,7,,2
705669,7,761,1
705689,5,537,0
705977,3,33,0
706173,7,,2
706365,3,,2
706785,7,426,1
706785,9,44,1
706809,6,420,1
706809,13,324,1
707493,9,37,1
707525,2,2510,1
707541,2,2509,1
707621,5,37,1
708141,26,2489,1
708397,8,562,0
708477,4,776,1
708477,9,255,0
708489,3,239,1
708625,2,161,0
708697,2,2332,0
710617,40,2237,0
710809,4,,2
710809,5,33,0
710813,1,,2
710813,1,249,1
710933,5,,2
711029,4,224,0
711141,2,,2
711141,1,,2
711141,31,568,1
711141,18,208,1
711321,15,321,1
711357,1,46,1
711501,1,38,1
711609,9,41,0
711721,4,428,1
711845,1,33,0
711985,7,,2
711985,8,174,1
712009,6,,2
712009,3,,2
712041,4,,2
712041,1,48,1
712233,2,35,1
712401,7,73,1
712441,5,69,1
712501,5,65,1
712921,7,2272,1
712985,8,2018,1
713105,5,25,1
713377,4,52,1
714017,4,25,1
714457,10,238,1
714697,2,307,0
715177,40,,2
715197,5,28,0
715277,1,,2
715289,3,48,1
715401,7,124,1
715401,10,69,1
715401,1,56,1
715401,5,44,0
715689,6,1676,1
715945,8,39,0
716225,10,1430,0
716257,4,1422,1
716257,4,452,1
716281,3,,2
716505,8,35,0
716601,2,,2
717189,3,,2
717189,4,252,1
717381,8,332,0
717421,10,,2
717429,2,344,1
717461,2,35,0
717589,8,32,0
717781,6,,2
717781,3,119,0
718501,10,,2
718501,6,299,1
718501,7,280,1
718565,8,,2
718565,7,,2
718565,2,277,0
718701,34,283,1
718809,27,267,1
719049,30,,2
719049,17,3351,0
719433,4,153,0
719493,5,,2
720153,5,276,0
720153,5,40,0
720761,2,,2
720777,2,266,1
721221,37,201,0
721501,10,,2
721533,4,,2
721533,3,,2
721533,3,107,1
721533,4,73,0
721545,1,,2
721645,5,,2
721845,5,404,1
721909,8,,2
721909,4,,2
721909,4,37,0
721965,2,,2
722029,8,41,1
722397,4,189,1
722469,6,163,1
722661,24,152,1
722709,3,,2
722709,1,37,0
723477,3,,2
723493,4,53,0
724693,5,28,1
725845,8,,2
725845,6,,2
725845,4,2959,1
725845,8,2095,0
725893,4,37,1
726313,7,,2
726593,10,113,1
726641,1,1061,1
726681,5,,2
726729,3,44,1
727833,46,592,1
728241,6,36,0
728641,10,211,1
728721,10,26,1
728865,9,25,0
728917,1,35,0
729037,6,2842,0
729373,42,2824,1
729769,9,2899,1
729769,4,1967,1
730145,47,2813,1
730305,8,139,1
730353,6,42,1
730397,1,,2
730557,10,,2
732277,10,27,0
732397,1,217,0
733189,6,38,0
733597,6,87,1
733613,4,,2
733613,8,167,0
733649,9,58,1
733957,7,197,1
733957,10,141,1
734521,3,33,1
734801,5,35,1
734857,7,66,1
735009,1,33,0
735333,9,59,0
735345,1,,2
735345,9,35,1
735489,4,,2
735489,6,41,1
735489,3,47,0
735521,1,563,1
735601,4,253,1
735601,8,118,1
735601,5,45,1
735865,33,239,0
736025,10,35,1
736129,1,49,1
736369,10,245,1
736429,15,243,1
737005,4,39,0
737093,1,46,1
737093,5,888,0
737253,10,,2
737253,30,,2
737841,7,1134,0
737921,10,,2
739161,31,803,1
739281,5,31,1
739857,24,3333,1
739909,1,24,0
740285,2,35,1
740565,10,34,1
741909,7,42,1
741949,10,199,1
741965,1,52,0
742413,4,41,0
742485,3,33,1
742605,6,,2
742605,8,34,0
743485,10,,2
743521,9,86,1
743521,5,74,0
743545,6,194,0
743573,7,58,1
743741,2,34,0
744141,2,,2
744261,5,38,1
744513,7,50,0
745293,5,36,1
745433,1,30,1
745649,3,,2
745813,1,35,0
745853,10,,2
746013,4,,2
746077,2,62,0
746137,5,39,0
746149,3,513,0
746365,9,,2
746365,6,42,1
746365,7,47,0
746621,8,,2
746749,8,45,1
747133,8,,2
747917,7,42,1
747917,3,514,0
747989,2,27,0
748805,6,34,1
748965,8,74,1
749061,2,177,1
749061,7,46,1
749341,10,30,1
749437,6,29,0
749853,8,202,1
751373,10,1023,1
752069,6,41,1
753069,10,58,1
753101,8,,2
753101,1,,2
753101,6,122,1
753133,8,58,1
753349,2,81,1
753509,8,,2
753645,2,37,0
754125,10,,2
754205,4,,2
754245,5,,2
754461,9,,2
754461,3,59,1
754461,6,37,1
754461,1,42,0
754781,8,38,1
755321,5,1745,0
755341,5,128,1
755381,10,33,1
756261,10,,2
756261,10,237,0
756369,3,78,0
757201,8,36,0
757401,2,54,0
757489,1,35,1
757713,4,103,1
757733,1,30,1
757733,8,31,0
758789,8,95,1
758789,10,1572,0
758789,6,300,0
759941,6,329,1
759945,1,39,0
760029,3,128,0
761469,9,,2
761469,3,,2
761469,4,150,1
761469,8,40,0
761669,10,76,1
761697,7,,2
761697,6,,2
761837,5,81,1
761837,2,61,1
761845,1,,2
761865,1,59,0
762545,10,71,0
762609,8,,2
763309,5,51,1
763505,7,174,0
763985,8,,2
764921,9,,2
765121,10,222,1
765153,2,178,1
765153,3,174,0
765153,9,152,0
765233,5,121,1
765249,4,,2
765381,3,328,1
766061,10,215,1
766509,28,190,1
766509,5,50,1
766593,1,27,1
767097,7,228,1
767209,7,239,1
767209,13,123,1
767305,3,33,0
767401,6,,2
767929,6,807,0
768253,9,161,1
768293,2,,2
768293,5,340,1
768293,9,123,1
768293,7,75,0
768517,7,35,1
768645,8,,2
768825,3,332,0
769021,7,41,0
769069,6,179,1
770269,10,,2
770629,10,234,1
770629,2,32,1
770629,4,55,0
770673,11,232,1
770813,1,42,1
771741,8,,2
771901,5,119,1
772045,6,,2
772285,6,322,1
772285,9,79,1
772285,1,51,1
772509,7,45,1
773189,10,,2
773189,9,217,1
773657,9,167,0
773717,5,42,0
774305,7,210,1
774689,8,,2
775265,9,28,1
775305,2,,2
775529,4,132,1
775529,8,132,1
775529,10,120,1
775529,1,47,0
775649,10,,2
775649,7,,2
775765,1,,2
775793,7,,2
775857,8,42,0
776117,5,,2
776145,7,,2
776913,8,47,0
776945,4,,2
776953,2,32,0
777313,9,45,1
777313,1,103,0
777325,1,92,1
777501,4,38,1
777661,4,394,0
777665,1,,2
777665,6,1790,1
777665,6,147,0
778029,7,150,1
778029,9,55,1
778189,10,630,1
778229,5,,2
778469,10,315,1
778525,2,,2
778585,3,109,1
778585,7,140,0
778605,5,109,1
778693,2,272,0
778693,10,29,0
779253,10,,2
779253,10,,2
779549,2,49,1
779549,9,40,0
779837,6,195,1
780197,9,29,0
780629,4,144,1
780645,2,142,1
780645,7,92,1
780741,6,33,0
781121,5,,2
781449,41,280,1
781929,10,,2
781929,5,663,1
781929,3,83,1
781929,9,71,1
781929,3,62,1
781949,5,,2
782141,4,181,1
782141,3,147,1
782141,6,139,1
782141,6,131,1
782141,1,49,1
782141,2,90,0
782253,2,,2
782461,4,252,1
782461,3,784,0
782461,3,471,0
782825,7,32,1
783113,8,40,1
783137,2,29,1
783377,5,,2
783377,5,415,0
783393,2,414,1
783393,4,414,1
783401,2,30,0
783641,6,716,1
783801,40,,2
783837,3,35,1
783869,4,39,0
783929,3,31,1
783945,4,,2
784309,7,48,0
784477,7,36,1
784973,4,231,1
784973,10,324,0
784973,2,220,0
785049,19,228,0
785669,5,,2
785789,2,,2
785789,7,276,1
785789,7,226,0
785789,2,152,0
785869,10,199,1
785869,2,148,1
785869,14,133,1
785869,7,103,1
786093,8,33,0
786285,3,237,1
786325,10,,2
786941,14,113,1
787565,6,396,1
787565,3,136,1
787565,3,108,1
787745,9,73,1
787969,2,318,1
788329,5,734,0
788525,7,27,1
789365,7,,2
789661,37,258,0
789733,9,67,0
789749,1,,2
789753,1,32,1
790113,30,,2
790113,5,54,1
790113,5,32,1
790353,4,44,1
790353,5,263,0
790409,7,249,1
790409,8,257,0
790457,2,50,1
790505,3,,2
790505,8,,2
790505,6,,2
791513,9,38,1
791585,2,38,1
792053,9,29,1
792277,8,40,0
792421,9,141,1
792421,3,30,0
792745,9,57,0
792825,4,,2
793257,9,,2
793257,8,,2
793761,9,,2
793765,1,162,0
793781,4,,2
793817,9,63,1
794069,9,37,1
794069,6,28,1
794277,4,,2
794277,7,,2
794277,1,91,1
794289,3,90,0
794421,3,296,0
794789,4,1333,0
794821,8,930,0
794833,3,902,1
794833,2,41,1
795145,6,242,1
795145,2,59,0
795161,4,233,1
795161,13,131,1
795769,4,134,1
795801,1,419,1
795813,3,168,1
795813,8,109,1
795813,5,132,0
795813,3,54,0
796173,6,,2
796173,8,366,1
796197,3,29,1
796477,7,584,1
796477,7,84,1
796997,10,,2
796997,10,,2
796997,7,98,1
797029,8,30,0
797045,2,76,1
797105,5,,2
797105,5,44,1
797249,6,,2
797249,8,468,1
797249,5,87,1
797249,1,470,0
797249,7,88,0
797249,4,62,0
797249,7,44,0
797257,2,358,1
797565,7,76,0
797957,7,,2
797969,1,,2
798257,8,35,1
798449,4,255,1
798585,34,245,0
798777,8,40,1
799737,8,255,0
799889,19,251,1
800329,10,,2
800345,2,87,1
800561,6,,2
800597,9,322,1
800597,9,345,0
800613,4,,2
800685,2,188,0
800797,7,33,0
801013,6,,2
801077,1,269,1
801117,10,,2
801117,8,229,0
801257,7,316,1
801277,5,,2
801277,5,288,1
801293,2,303,1
801413,30,,2
801413,30,,2
801413,2,272,0
801485,9,,2
801485,33,267,1
801549,2,37,0
801593,1,550,1
801617,1,161,1
801617,6,98,1
801617,4,44,0
801665,1,137,1
801665,7,107,1
801665,4,83,1
801665,10,86,0
801809,1,,2
802409,5,37,1
802465,2,33,1
802473,1,240,1
802809,7,227,1
802953,3,38,1
803145,8,29,1
803169,3,,2
803169,7,69,0
803197,7,74,1
803197,4,71,1
803233,3,52,0
803233,8,38,0
803617,8,464,1
803617,10,57,1
803633,4,175,1
803633,2,38,1
803669,3,45,1
803861,6,38,1
803925,1,132,1
803925,8,224,0
803949,3,131,0
803993,1,40,0
804213,5,122,0
804293,5,35,0
805877,9,125,1
806117,30,,2
806117,3,107,1
806293,4,153,1
806293,7,36,0
806569,3,116,0
806769,5,39,1
806793,2,,2
806793,9,92,1
806961,3,40,0
807377,8,94,1
807401,3,89,1
807545,3,223,0
807625,10,36,1
807697,1,343,0
808237,9,36,1
808345,9,282,0
808345,9,69,0
808633,6,269,0
809465,8,,2
809537,9,,2
809537,6,35,1
809933,9,87,1
809933,10,309,0
809941,2,81,1
809941,6,35,0
810085,3,113,1
810085,5,27,1
810325,5,,2
810373,12,218,1
810393,5,39,1
810421,1,191,1
810501,20,181,0
810677,2,39,0
811109,4,29,0
811525,8,,2
811565,5,186,1
811825,5,265,1
811985,5,26,1
811993,2,86,1
812545,46,240,1
812545,8,145,0
812685,1,36,1
812709,6,211,0
813129,7,95,0
813129,9,69,0
813137,2,,2
813157,5,72,1
813337,5,204,1
813461,1,36,1
813585,1,55,0
813665,4,36,0
814001,2,37,1
814097,6,,2
814097,5,48,1
814097,5,35,1
814097,8,695,0
814177,2,74,0
814177,8,43,0
814653,7,44,1
814793,5,230,1
814793,7,227,1
814793,8,64,1
814793,8,59,1
814793,5,42,0
814985,4,,2
815045,3,35,1
815141,2,40,0
815521,5,756,0
816097,12,700,1
816097,31,522,1
816133,1,33,1
816613,8,339,1
816661,1,46,1
817093,9,362,1
817093,5,94,1
817093,10,28,1
817101,1,,2
817101,3,93,1
817189,2,352,0
817189,4,339,0
817573,8,,2
817573,5,338,1
817573,7,446,0
817613,5,429,1
817613,2,279,0
817701,2,287,0
817797,6,277,1
817941,4,30,1
818205,6,358,1
818365,10,,2
818905,3,36,1
819521,7,38,0
819577,7,366,0
819837,5,312,1
819917,10,,2
820141,8,33,0
820173,4,41,1
820641,9,40,0
821109,9,141,0
821361,9,38,1
821381,5,36,0
821813,6,264,1
821977,41,225,0
822049,9,,2
822193,9,71,1
822213,5,82,0
822225,3,58,0
822245,5,41,1
822245,5,64,0
823381,4,34,0
824341,6,,2
824821,10,138,1
824925,1,328,1
824957,4,,2
825077,10,34,0
825469,14,120,1
825721,9,29,1
825733,3,36,0
825741,1,339,0
827341,10,,2
827981,10,54,1
827981,1,222,0
828021,5,32,1
828133,4,,2
828133,9,,2
828133,10,48,1
828133,6,44,0
828517,6,36,0
828733,6,83,1
828893,5,35,1
829201,7,,2
829273,9,36,1
829713,5,,2
829793,1,116,0
830981,9,25,0
831077,8,35,0
831253,4,44,0
833017,9,36,1
834165,7,32,1
